parameter,7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_DorsAttn_FEF_2,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOper_1,7Networks_LH_SalVentAttn_FrOper_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Temp_3,7Networks_LH_Default_Temp_4,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_PCC_1,7Networks_LH_Default_PCC_2
Alpha_estimate_Power,-0.00418061433981,-0.00301038114153,-0.00100991221267,-0.0154181543114,-0.00306201851378,-0.00266370491998,-0.0128562960273,-0.00823277604031,-0.00433976289862,-0.0101130814667,-0.00347046228743,-0.0563277060395,-0.0024350522329,-0.00442989561754,-0.00262678984612,-0.00634379269914,-0.00525318139435,-0.00522424414976,-0.00211500925443,-0.00170403840566,-0.0006069482194,-0.0038560768758,-0.00295439878938,-0.00518086536178,-0.000875944983914,-0.000924511320773,-0.00258637359865,0.0776482631193,-0.00249443885159,0.01309781943,-0.000208817993,-0.000846355771869,-0.00288642927047,-0.00361506436258,-0.00347320400237,-0.00509593354375,-0.000158542185197,-0.00464407483762,-0.00496468533491,-0.00794075013234,-0.0113478342156,-0.000637992697185,-0.00528802720757,-0.00168855374186,-0.00581058032973,0.00197939129942,-0.00357322053043,-0.00208458833047,-0.00436959717236,-0.00140835584101
