gene,bootstrap_ratio
CTHRC1,-4.63472527639
RYR2,-4.64117115609
NECAB3,-4.64443789353
HERPUD1,-4.64460872319
STARD10,-4.64777930765
PCDHB14,-4.65527015308
RECQL,-4.65533026991
ZNF671,-4.65676376787
CLPX,-4.66260833107
CNOT6L,-4.66888734419
MCM3AP,-4.67644321845
CCNL1,-4.67825887902
CCR3,-4.68101936354
ASB13,-4.68722229372
UQCRH,-4.6916802771
LINC00672,-4.6993059571
FGF18,-4.70014665205
LCN6,-4.70255095454
RSRC1,-4.70356304034
PARVB,-4.7229111719
HIST1H1E,-4.72534908187
RND1,-4.72798861983
RNFT1,-4.730121914
DNA2,-4.73089078491
UBA3,-4.734523884
GRAP,-4.73588985543
N4BP3,-4.73995695231
LRR1,-4.74283101343
DPY19L2,-4.74423718084
GABRA4,-4.7444721012
ZDHHC18,-4.74633122438
ZNF454,-4.75217331573
ZNF7,-4.75524556314
RASSF1,-4.75635774798
SIRT5,-4.75907442718
IQSEC3,-4.75930789037
NAA50,-4.76165548803
NAA16,-4.76209512559
LINC01607,-4.76690559463
NDUFAF5,-4.77129060331
LARP6,-4.7719428235
PATJ,-4.77999517647
KIF9,-4.78868761535
CCDC47,-4.78891153069
ZNF35,-4.7931551807
MIB2,-4.79429760274
TGM1,-4.79432080104
SLC16A14,-4.80051556799
ADAM22,-4.80110157331
ANGEL2,-4.81580845391
MED21,-4.81884268073
FRG1JP,-4.82134587459
MTRF1,-4.82516469602
LRRC37A4P,-4.82766929209
NAALAD2,-4.8355375888
PSPC1,-4.84092585703
SLC38A6,-4.84233814327
NUP54,-4.8504773837
TEDC2,-4.85749023463
EEPD1,-4.86480232312
SLC17A6,-4.86686117194
ZNF131,-4.86757451247
DCUN1D2,-4.86759570073
LOC728743,-4.87368273901
REX1BD,-4.8786799844
FANCD2,-4.88280923176
SAAL1,-4.8840528154
ZFYVE9,-4.88656215448
TNNC2,-4.88856111826
HELQ,-4.89159297361
AFG1L,-4.89592994866
JMJD6,-4.89658172302
HTR1F,-4.90009174965
CRABP1,-4.90184798562
PINX1,-4.9020101675
FAP,-4.9042034277
ADAM9,-4.90477822933
MAD1L1,-4.90481429975
MATN4,-4.90698406018
SERTAD4,-4.9133838738
ANKRD62,-4.9179772963
CAMK1,-4.91984800403
FGF9,-4.92101106502
IDI2-AS1,-4.92548777602
ZNF77,-4.92588961956
ZBTB24,-4.92685639492
KIN,-4.94409495483
LXN,-4.94476271672
MRPL33,-4.95370216476
PACSIN3,-4.95373890763
ASCC2,-4.95383247701
KYAT1,-4.96139339538
RPAP2,-4.97225517225
FGF14,-4.97572096336
SLC35G5,-4.98211767932
PDGFD,-4.98906780215
BDP1,-4.99190851575
COQ3,-4.99445310395
HIST1H4F,-4.99864836928
FASTKD3,-5.00088027312
KLF9,-5.00144046052
LINC00963,-5.00981240336
ZSWIM4,-5.00993086946
MAP10,-5.01531473045
REEP6,-5.02278840115
FAM92A,-5.03122426943
ZNF268,-5.03259847575
GDPGP1,-5.0333133716
GLA,-5.03379429927
GUSBP4,-5.0376726353
CREBRF,-5.05245790563
KIZ,-5.05865573795
TMTC4,-5.06262360983
PAH,-5.0651033456
BRIX1,-5.06799669086
GTF2H4,-5.07077433178
CLK2P1,-5.07109041195
ZIM2,-5.08029682349
PRMT9,-5.09005336935
HACD2,-5.09161649447
RRNAD1,-5.09256283582
NUDT6,-5.09421264257
LOC100128361,-5.09462491302
CDYL,-5.09542128116
THAP3,-5.0971104693
SPHK1,-5.10159766765
CPSF1,-5.10196746915
WDR70,-5.10672720611
MKX,-5.11063289271
MOCS1,-5.111694112
AHI1,-5.12802397548
METTL15,-5.13324301754
ECM1,-5.16548405114
FBXO9,-5.16685757184
ATG16L1,-5.16781994269
GPAT4,-5.17055059323
CCDC122,-5.18456809369
USP33,-5.19138406004
RPS6KL1,-5.1918633005
POLE3,-5.19547072225
SEMA7A,-5.20153880627
CENPBD1,-5.21644847357
FMOD,-5.21728666021
SCN1B,-5.2178452744
FAM98B,-5.22106875494
SLC25A12,-5.22407491162
CHGA,-5.22408792168
GK3P,-5.23117824055
UBE2G1,-5.23274823706
G2E3,-5.23763770881
NIF3L1,-5.23861613316
NKRF,-5.24358622217
MTFP1,-5.24449737161
HS3ST1,-5.25076427096
C16orf45,-5.25857697414
RBM15,-5.26005654621
ISLR,-5.27552670678
GPR158,-5.27995452193
ZBTB8OS,-5.28948488374
ZHX1,-5.29083009074
MAP9,-5.29498303302
ADM,-5.29895704896
GRWD1,-5.30022314139
PCDH7,-5.30520340895
ZBTB38,-5.30680043849
CORO7,-5.31138594441
BRD8,-5.31793262718
CCDC136,-5.32970859191
EIF4E3,-5.33274637223
KBTBD3,-5.33293451697
EID3,-5.33392907054
LOC285074,-5.33814299047
TUBD1,-5.34642734959
DXO,-5.35088521459
POLR3D,-5.35287620655
ZNF433,-5.35666804435
TAF11,-5.35870591461
USPL1,-5.36415800014
ZNF484,-5.36838756379
ZNF526,-5.37108560343
KRI1,-5.37752647127
ARMC7,-5.39612354947
TRMT9B,-5.39663829762
ESRRG,-5.39891359575
GPLD1,-5.40238295772
KCND3,-5.41852710855
KCTD8,-5.4265032436
MED17,-5.42967534762
ZBED5,-5.43098338403
TACC3,-5.4357531186
ZC3H10,-5.4385877274
FLYWCH1,-5.44215568267
INTS9,-5.44296935697
ANK3,-5.44536858622
C9orf3,-5.44716604547
CEP152,-5.45064000679
ABCC1,-5.45504565693
NPAS1,-5.46560728577
CAD,-5.46580112848
ALKBH2,-5.4665540818
BHLHE41,-5.46769841398
TK1,-5.47231395541
GNAS,-5.49418367492
KIF4B,-5.49751085532
CEP192,-5.5077093407
CS,-5.51975913166
ARMT1,-5.52461130681
UGCG,-5.52603712118
TTI2,-5.54670097416
ZNF222,-5.57765306404
SLC38A9,-5.57975486313
AFG3L2,-5.58709390193
VPS37A,-5.59254283323
RASD2,-5.60151616917
VAV3,-5.60311377678
MANSC1,-5.60649581666
WDHD1,-5.61245634229
RMND1,-5.61466515493
SLC22A23,-5.61495112962
ZNF776,-5.61747944909
HIST1H4H,-5.62000182516
ZSWIM3,-5.63244780463
CDCA8,-5.635577483
ZNF8,-5.63906189744
FAM13B,-5.63994378069
MOGAT2,-5.65243133913
MRGBP,-5.66283327451
KLHL28,-5.66576123448
CCDC152,-5.66890272202
ADCY1,-5.67351336376
CFB,-5.67723505934
ASAH2B,-5.68041801626
ZNF266,-5.70986744893
PRICKLE1,-5.7105450469
WDR53,-5.71554041877
CPNE9,-5.71601261938
KCNAB3,-5.71806447496
ERMP1,-5.72647178107
TARBP2,-5.72797932762
ZNF136,-5.74362088774
FAM185A,-5.75683763458
ODF2L,-5.77133355869
ECD,-5.77536863286
KMT2E,-5.7824891658
RACGAP1P,-5.78985445343
ZNF394,-5.79306601835
HELB,-5.81144583418
ZNF774,-5.82052330332
USP13,-5.83036499077
NSMCE2,-5.84019803624
FOXP1,-5.86233664959
COX7A1,-5.87219200766
UBA5,-5.88060295599
TBR1,-5.88282776581
C18orf21,-5.8831419116
HSPA14,-5.88763899736
IREB2,-5.89000300274
RPS6KA3,-5.89601401985
C17orf100,-5.89631779107
HIST1H4I,-5.896629999
OLR1,-5.90036614033
ZNF281,-5.91822997759
CDIPT-AS1,-5.93049611775
EML6,-5.93056348506
POSTN,-5.94590055536
MRPS31,-5.95306976132
AVPI1,-5.95974670992
SUZ12,-5.96662251271
AIP,-5.96805315152
UCHL5,-5.97386553875
SAMD12,-5.98433148852
CDH7,-6.0099352113
CADPS2,-6.02525335056
OCIAD2,-6.027313763
TUBGCP5,-6.04008639672
ZNF565,-6.04845456826
BLMH,-6.07644393711
SCLT1,-6.08976912354
ARHGAP10,-6.09288254041
AR,-6.09716881606
FMN1,-6.10560117119
SPEF1,-6.15483125758
LINC01405,-6.15542982359
CDR2L,-6.16741413596
PAX8-AS1,-6.17490909794
HERC6,-6.18564188384
AQP7,-6.19218238467
HIST1H4E,-6.19472410984
TRPM7,-6.20917128917
SLC15A4,-6.21445207845
STAM,-6.22264837982
SMC2,-6.27169455574
UPP1,-6.27502649903
STS,-6.28911291222
ZNF232,-6.29092254709
SDHAF2,-6.30695599866
MC1R,-6.32557675974
UBE2QL1,-6.35837534912
PRMT7,-6.36421173178
PVALB,-6.367540598
HIST1H4A,-6.37271757022
COL13A1,-6.37519011408
SNHG1,-6.39419149571
ARAP2,-6.41127079224
BMS1P4,-6.41252135073
STX8,-6.41564848162
FAM71E1,-6.43865441014
EIF2A,-6.44503439817
ZNF567,-6.44614442481
SOCS5,-6.45119758948
LURAP1L,-6.45163911598
IRF3,-6.47228818992
DYRK4,-6.48890159033
HAUS6,-6.49644264926
WNT2B,-6.49863969944
DEPTOR,-6.54128595078
HSD17B11,-6.62704395263
C12orf57,-6.62722409072
NFYB,-6.63662040155
ERO1A,-6.66257478174
LRRN3,-6.6641268611
RHOT2,-6.68589815239
HECTD1,-6.71665321032
ITGB3BP,-6.71973270664
TTTY15,-6.74023290895
EHD2,-6.74064095814
PIK3CB,-6.77623639836
ZFP14,-6.78890002044
DDX3Y,-6.80803258965
RNPC3,-6.81125976237
PPIEL,-6.81755203935
ATR,-6.82008151794
MAD2L1,-6.85618711598
RFC4,-6.86528451898
ZMYM2,-6.92333071589
GUCA2B,-6.92642066888
EIF1AX,-6.94551774997
PPIL3,-6.95311749817
SPATA22,-6.95946341096
HIVEP2,-6.97114327432
FAM43A,-7.03039225242
ZMYM6,-7.03498508359
ZNF12,-7.05056747168
RCN3,-7.05159448586
MAGI3,-7.06462437348
HELLS,-7.12174196382
ZKSCAN4,-7.12213898429
LTB,-7.13073516655
PYM1,-7.14137695436
COIL,-7.14311782277
TPRKB,-7.14816338354
FANCM,-7.21215590288
C16orf72,-7.2155836338
RPP25,-7.21696646383
GATAD2B,-7.24232913943
LINC01102,-7.2938911717
TCHH,-7.31155151903
MYH7B,-7.31537936989
CNNM2,-7.41502557771
RSPO2,-7.44697754281
MYO19,-7.54044066065
L2HGDH,-7.55857358952
NR2C1,-7.56978726908
FCHO1,-7.60346112938
RPRML,-7.7295257038
TUBE1,-7.77517030187
LAG3,-7.89516038878
PRIM1,-7.89780840985
CUL3,-7.92952984849
DNAJC28,-7.96115735093
FBN1,-8.25325125983
MIS18A,-8.33394022155
ZNF653,-8.40559890435
MCM8,-8.44616581492
VWC2L,-8.78296597606
MYSM1,-8.81232367528
CLGN,-8.81246060255
PIGC,-8.96396837166
ZNF34,-9.21141234417
TSPAN1,-9.45113397559
ADGRL2,-9.72786677864
FOXP2,-11.1407958391
