gene,weight,weight_zscore,bootstrap_std,bootstrap_ratio,bootstrap_ratio_zscore,abs_bootstrap_ratio,signed_contribution_rank,abs_bootstrap_ratio_rank
PDE4D,-0.00365711626564,-0.583120348326,0.00377004711693,-0.970045241403,-0.522343309731,0.970045241403,10886,11128
PDE6D,0.00714105954295,0.781689423732,0.00297879619647,2.39729712003,0.720478215989,2.39729712003,3457,5582
PDE6G,0.000650316989604,-0.0386925576088,0.00407727275264,0.159498034362,-0.105450535943,0.159498034362,8253,14970
PDE6H,-0.00495238438487,-0.746832684363,0.00452974963537,-1.09330201082,-0.567835020933,1.09330201082,11161,10575
PDE7A,-0.012791118917,-1.73759090869,0.00309488067898,-4.13299259126,-1.6897265542,4.13299259126,15168,2071
PDE8A,-0.00375157590038,-0.595059349397,0.00703591335208,-0.533203823391,-0.361113515027,0.533203823391,9956,13129
PDE9A,0.00312568468146,0.274175659687,0.00286703543731,1.09021487519,0.238059211502,1.09021487519,6000,10589
PDE1B,-0.0089611965908,-1.25351697715,0.00528605926437,-1.69525087454,-0.790002809329,1.69525087454,12400,8059
PDGFA,0.0181730770855,2.17605506608,0.00206425752935,8.80368695624,3.084953917,8.80368695624,36,43
PDGFB,0.00949575355846,1.07930537846,0.00365466411949,2.59825615925,0.794648345701,2.59825615925,3174,5023
PDGFRA,0.0149038864523,1.76285348445,0.00168868578262,8.82573099491,3.09308994917,8.82573099491,35,40
PDGFRL,0.0149558145967,1.76941681887,0.00221199409877,6.7612362099,2.33112449299,6.7612362099,262,318
PDE6B,0.00465797814525,0.467846250916,0.00237114318549,1.96444405962,0.560720447634,1.96444405962,4224,7083
PDGFRB,0.0128610394445,1.50465269123,0.00589027258649,2.18343705756,0.641546565862,2.18343705756,3795,6261
PDHA1,0.00763786800464,0.844482348701,0.0033870483191,2.25502186124,0.667967144876,2.25502186124,3677,6023
PDHB,0.00558027296507,0.584417513054,0.00220413690477,2.53172702339,0.77009371678,2.53172702339,3268,5203
PDK1,-0.00898867093746,-1.25698953191,0.00720590867268,-1.24740283922,-0.624710683135,1.24740283922,11466,9896
PDK2,0.00735079746306,0.808198749753,0.00196359753249,3.74353569986,1.21734907324,3.74353569986,1810,2589
PDK3,-8.47517191283e-05,-0.131599820335,0.002616634466,-0.0323895906094,-0.176272580522,0.0323895906094,8738,15567
PDK4,0.00954626237884,1.08568932079,0.00196505644714,4.85800924078,1.62867989673,4.85800924078,992,1315
ENPP1,0.00344738661476,0.314836411099,0.00725686774002,0.475051597778,0.0110142362832,0.475051597778,7476,13410
ENPP2,0.00151390843401,0.0704590308894,0.00432177955725,0.350297467503,-0.0350301221115,0.350297467503,7776,14026
PDPK1,-0.00492096351378,-0.742861318026,0.00483218319667,-1.01837271343,-0.540180053392,1.01837271343,10998,10909
SLC26A4,0.0105928995397,1.21797653765,0.00271195809306,3.90599676551,1.27731033877,3.90599676551,1665,2355
PDYN,0.00791099174107,0.879003174354,0.00243965206722,3.24267212008,1.0324899257,3.24267212008,2345,3481
PECAM1,0.00419377137526,0.409173939298,0.00227278861955,1.84520959811,0.516713293186,1.84520959811,4435,7505
SERPINF1,-0.00729496937878,-1.04291814808,0.00415070642714,-1.75752477484,-0.812986912361,1.75752477484,12512,7825
PEG3,-0.0101087347668,-1.39855733806,0.00359364777896,-2.81294533816,-1.20252241365,2.81294533816,14147,4484
PENK,-0.00884511951609,-1.23884569112,0.00248589368417,-3.55812461829,-1.47755380353,3.55812461829,14850,2899
PEPD,0.00240406785143,0.182968615204,0.003929753535,0.611760465388,0.0614708590991,0.611760465388,7125,12741
PER1,-0.00695005187729,-0.999323120091,0.00534014098453,-1.30147348121,-0.644667120752,1.30147348121,11608,9645
GATB,0.00839047279889,0.939606043286,0.00265778316822,3.15694406497,1.00084934366,3.15694406497,2461,3682
PEX1,-0.010534393666,-1.45235748315,0.00271126478369,-3.88541677279,-1.59835106474,3.88541677279,15046,2377
PEX6,-0.00646253796541,-0.937704957657,0.0060935420999,-1.06055523363,-0.555748813111,1.06055523363,11102,10721
PEX7,0.00358505449645,0.332236615871,0.00257847066437,1.39038017612,0.348844470981,1.39038017612,5337,9284
PEX10,-0.000581750503288,-0.194416800661,0.00302970409241,-0.192015617877,-0.235187487727,0.192015617877,9098,14820
PEX12,-0.00572576480313,-0.844582264576,0.00429398428655,-1.33343869494,-0.656464868481,1.33343869494,11682,9510
PEX13,-0.00929812460748,-1.29610219319,0.00227510586781,-4.08689755455,-1.67271375962,4.08689755455,15145,2129
PEX14,0.00187493816839,0.116090526266,0.00719665523282,0.260529108,-0.0681619030665,0.260529108,8016,14478
PFAS,-0.00759545188398,-1.0808969203,0.00607319804593,-1.25065111108,-0.625909558021,1.25065111108,11471,9885
CFP,-0.00369020493808,-0.587302512452,0.00507215622282,-0.727541656048,-0.432839884301,0.727541656048,10396,12198
PFDN1,-0.00667713564932,-0.964828521976,0.00476876975073,-1.40017992026,-0.681097775558,1.40017992026,11823,9243
PFDN2,0.00948484311761,1.07792637921,0.00235530009128,4.02702108013,1.3219780937,4.02702108013,1579,2208
PFDN4,0.00244822582957,0.188549857921,0.00374269299117,0.654134826272,0.0771104235369,0.654134826272,7035,12560
PFDN5,0.000343456790358,-0.0774774233131,0.00478611468228,0.0717610866346,-0.137832561746,0.0717610866346,8482,15401
ATP8B1,-0.00847742176828,-1.19237140804,0.00428525233237,-1.97827831613,-0.894462813399,1.97827831613,12918,7019
PFKFB2,0.00401509922746,0.386591097749,0.00300381921996,1.33666473694,0.329019131913,1.33666473694,5438,9496
PFKFB3,0.019671048967,2.36538766248,0.0046088861627,4.26807004396,1.4109446462,4.26807004396,1390,1897
PFKFB4,0.00561063697468,0.588255299896,0.00300590256436,1.86653986766,0.524585886854,1.86653986766,4394,7428
PFKL,0.00739019781703,0.813178663867,0.00213517436338,3.46116829791,1.11313267715,3.46116829791,2116,3088
VIT,0.00958511218289,1.09059964945,0.00222119660357,4.31529211213,1.42837340648,4.31529211213,1350,1834
PFKM,-0.0015522431759,-0.317079915873,0.00490928998276,-0.316184862038,-0.281015975867,0.316184862038,9411,14211
PFKP,0.00208492871323,0.142631782189,0.00342404224862,0.608908582853,0.0604182839158,0.608908582853,7139,12758
PFN1,-0.00705698833824,-1.01283909996,0.00518235000313,-1.36173518461,-0.666908560477,1.36173518461,11743,9391
PFN2,-0.000818681106443,-0.224363081238,0.00416406629828,-0.196606165176,-0.236881770751,0.196606165176,9110,14797
CDK14,-0.0121079177201,-1.65123931686,0.0035673507274,-3.39409232376,-1.41701262754,3.39409232376,14735,3190
PGAM1,0.00503385744483,0.515354621799,0.00316260593584,1.59168026209,0.42314047451,1.59168026209,4914,8463
PGAM2,0.0145636025853,1.71984411368,0.00475898514103,3.06023283404,0.965155081929,3.06023283404,2574,3886
PGD,-0.00457538275609,-0.699182459347,0.00292317533482,-1.56520982563,-0.742007150596,1.56520982563,12149,8566
PGGT1B,0.00320272462368,0.283912940117,0.00274532082581,1.16661214732,0.266255980383,1.16661214732,5806,10244
PGK1,-0.0108745987913,-1.49535690154,0.00384312112443,-2.82962686816,-1.20867924665,2.82962686816,14169,4434
PGM1,0.011418066138,1.32227150903,0.00283407467421,4.02885154786,1.32265368425,4.02885154786,1576,2205
PGM3,0.00766422886999,0.847814167638,0.00201677463233,3.80024061546,1.23827777075,3.80024061546,1758,2508
ABCB1,-0.00142169997408,-0.300580218084,0.0051359551834,-0.276813158082,-0.266484634552,0.276813158082,9315,14411
PHB,0.00597929514268,0.634850973013,0.00211081747742,2.83269169724,0.881174009485,2.83269169724,2854,4428
SLC25A3,-0.00310800832022,-0.513717154388,0.00348853264927,-0.890921379473,-0.493140208814,0.890921379473,10723,11474
PHF1,0.00782413190295,0.868024731517,0.00670759870813,1.16645795961,0.266199072652,1.16645795961,5807,10245
PHF2,0.00380452060311,0.359975512913,0.0045242725964,0.840913212464,0.146046746008,0.840913212464,6561,11689
PHKA1,-0.00956165376591,-1.32941033496,0.00314674848852,-3.03858214306,-1.2858006337,3.03858214306,14414,3933
PHKA2,-0.00741610860331,-1.0582292525,0.00241924933863,-3.0654585639,-1.2957202055,3.0654585639,14443,3873
PHKB,-0.00310634760413,-0.513507252123,0.00195256444055,-1.59090657374,-0.751491327812,1.59090657374,12194,8468
PHKG2,-0.0144607202898,-1.94861620679,0.00354667053664,-4.07726630945,-1.66915905165,4.07726630945,15140,2142
PHYH,-0.00921066124377,-1.28504746917,0.00358972050846,-2.56584355859,-1.11132188287,2.56584355859,13857,5111
SERPINA1,0.00452114979607,0.450552156861,0.00172803900523,2.61634707457,0.801325355807,2.61634707457,3146,4976
PI3,0.00304844724493,0.264413417432,0.00567546149929,0.537127640687,0.033925313946,0.537127640687,7330,13109
SERPINB6,0.0039353268537,0.376508458127,0.00507135047097,0.775991893329,0.122085531424,0.775991893329,6721,11988
SERPINE2,0.0129653672583,1.51783895735,0.00256810104927,5.04862036563,1.69903080958,5.04862036563,876,1148
SERPINB8,0.00744235953865,0.819771520722,0.00484577565661,1.53584484013,0.402532690432,1.53584484013,5033,8683
SERPINB9,-0.00557134388815,-0.825064599972,0.00402662662404,-1.38362565203,-0.674987912438,1.38362565203,11790,9311
SERPINI1,0.00201059225868,0.133236202659,0.00285712558618,0.70371154436,0.0954082399751,0.70371154436,6906,12317
SERPINI2,0.00140446036301,0.056625602032,0.00238420687481,0.589068162601,0.0530955650707,0.589068162601,7188,12856
PIGA,0.00666026689215,0.720920779122,0.0059095814074,1.12702853773,0.251646428757,1.12702853773,5915,10434
PIGC,-0.0144919942661,-1.95256900671,0.00161669404278,-8.96396837166,-3.47274712225,8.96396837166,15741,34
PIGF,0.00660520504936,0.713961368344,0.00240036090917,2.7517549649,0.851301812844,2.7517549649,2964,4624
PIGH,-0.00275670403307,-0.469314883803,0.00724406454697,-0.380546586132,-0.304770654647,0.380546586132,9565,13890
PIK3C2A,0.00598813909801,0.635968783732,0.00345076261521,1.73530890581,0.476151054061,1.73530890581,4643,7918
PIK3C2B,0.00536461245482,0.557159615327,0.00288008718799,1.8626562686,0.523152524874,1.8626562686,4399,7442
PIK3C3,-0.012285019852,-1.67362371999,0.00267199863178,-4.59768942465,-1.86123724883,4.59768942465,15353,1546
PIK3CA,-0.00735986926153,-1.05112101454,0.00448075744523,-1.64255024993,-0.770552018867,1.64255024993,12298,8264
PIK3CB,-0.0118356010866,-1.61682050307,0.0017466334394,-6.77623639836,-2.66529718189,6.77623639836,15690,314
PIM1,-0.00996642966898,-1.38057102337,0.00262548410706,-3.79603504062,-1.56536198053,3.79603504062,14992,2515
PIK3CD,0.00640782638734,0.689014161381,0.00307050814439,2.08689444418,0.605914537641,2.08689444418,3975,6601
PIK3CG,0.00819239369088,0.914570305116,0.00436478450462,1.87692970459,0.52842057653,1.87692970459,4370,7388
PIK3R1,-0.0114510913265,-1.56822130564,0.00651535045506,-1.7575556995,-0.812998326062,1.7575556995,12513,7824
PIK3R2,-0.00341921289846,-0.553051117551,0.0026818926638,-1.27492533337,-0.634868708217,1.27492533337,11524,9790
PI4KA,0.00701393725442,0.765622104149,0.00250201600697,2.8033143013,0.870331375701,2.8033143013,2894,4504
PI4KB,-0.00233967370622,-0.416605326614,0.00500043346011,-0.467894178552,-0.337008976869,0.467894178552,9797,13442
PIN1,0.00469486194138,0.472508090682,0.00319334319706,1.47020274729,0.378305452089,1.47020274729,5184,8969
PIN1P1,0.00106849403326,0.0141619361265,0.00323062978746,0.330738618645,-0.0422489183521,0.330738618645,7840,14135
PIN4,0.00312981967049,0.2746982918,0.00533386707708,0.586782464816,0.0522519578268,0.586782464816,7197,12870
PIP,-0.00256450956602,-0.445022920845,0.00624451469392,-0.410681965168,-0.315893045462,0.410681965168,9657,13729
PIP4K2A,0.00140399010168,0.0565661644688,0.00376998141059,0.372413003877,-0.0268677015116,0.372413003877,7729,13930
PITPNA,-0.000781742536713,-0.219694318492,0.00249921348465,-0.312795422045,-0.27976499853,0.312795422045,9398,14233
PITX3,0.00533120353489,0.552936974281,0.00242677287297,2.19682838648,0.646489048703,2.19682838648,3766,6200
PKD1,-0.0113516605911,-1.5556539941,0.00418412106115,-2.7130334962,-1.16564686774,2.7130334962,14041,4723
PKD2,-0.0059346551632,-0.870984465259,0.00299808962922,-1.97947890061,-0.894905926121,1.97947890061,12919,7016
PKM,-0.00970879552577,-1.34800796805,0.0030815713444,-3.15059897718,-1.32714390021,3.15059897718,14519,3693
PKNOX1,0.00298625708519,0.256553039973,0.00312514166998,0.955558947575,0.18836028949,0.955558947575,6302,11188
PKP1,-0.000338321462836,-0.163649165543,0.00349123490805,-0.0969059578477,-0.200084335122,0.0969059578477,8877,15281
PKP2,-0.000427158156053,-0.174877468284,0.00501090906195,-0.0852456412145,-0.195780735739,0.0852456412145,8850,15341
PLA2G4A,-0.00728302047748,-1.04140789509,0.00420984998785,-1.72999524888,-0.802826291972,1.72999524888,12465,7938
PLA2G5,-0.00670297259355,-0.968094121147,0.00737068005037,-0.909410332255,-0.499964126919,0.909410332255,10769,11381
PLAG1,-0.0058347067772,-0.858351726514,0.00433920129679,-1.34464994319,-0.66060272533,1.34464994319,11702,9463
PLAGL1,-0.00531419291422,-0.792562613679,0.00229657760581,-2.31396182771,-1.01835716367,2.31396182771,13484,5834
PLAGL2,-0.00910003718813,-1.27106540453,0.00500781196973,-1.81716830487,-0.835000196143,1.81716830487,12626,7604
PLAT,-0.00350235384429,-0.563559519835,0.00521026084057,-0.67220316822,-0.412415509085,0.67220316822,10263,12473
PLAU,-0.00905032663733,-1.26478235759,0.00348442480398,-2.59736603499,-1.12295622474,2.59736603499,13896,5027
PLAUR,-0.00563382747311,-0.832962064215,0.00368929595421,-1.52707387616,-0.727931902579,1.52707387616,12074,8725
PLCB2,0.00957130209303,1.08885415596,0.00277226158437,3.45252487969,1.10994255714,3.45252487969,2122,3096
PLCB4,-0.0106491953144,-1.4668675647,0.00364732980937,-2.91972370776,-1.24193226332,2.91972370776,14269,4213
PLCD1,0.0123177376361,1.43598335019,0.00341267586611,3.60940743258,1.16784490054,3.60940743258,1947,2815
PLCL1,0.00112617807634,0.0214527736794,0.00185497493504,0.607112287646,0.0597553057836,0.607112287646,7146,12767
PLCG1,-0.00771743015408,-1.0963140739,0.00471608038405,-1.63640767875,-0.768284913577,1.63640767875,12288,8286
PLCG2,0.0097756745337,1.11468532496,0.00200778805026,4.86887773459,1.63269124948,4.86887773459,987,1306
PLD1,-0.000124467053945,-0.136619545705,0.00528900518118,-0.023533169222,-0.173003845133,0.023533169222,8717,15621
PLEC,-0.0016942552889,-0.335029199437,0.00383182762744,-0.442153315239,-0.32750851758,0.442153315239,9733,13580
PLG,-0.00119472363775,-0.271892083408,0.00528170938601,-0.22620018453,-0.247804356083,0.22620018453,9192,14651
PLEK,0.00445338300984,0.441986934947,0.00219818141174,2.0259397091,0.583417313204,2.0259397091,4075,6815
PLK1,-0.0028284200215,-0.478379255745,0.00703628815012,-0.401976150088,-0.312679895975,0.401976150088,9635,13771
FXYD1,0.0107640549637,1.23960932076,0.001995921477,5.39302527066,1.82614405901,5.39302527066,709,910
PLN,0.00837334475013,0.937441184264,0.00320588957014,2.61186312471,0.799670415856,2.61186312471,3152,4988
PLOD1,0.00282333287352,0.235960621389,0.00285047265889,0.990478847329,0.201248555199,0.990478847329,6224,11044
PLOD2,-0.00769386268747,-1.09333531996,0.00442796676782,-1.73756107281,-0.805618692576,1.73756107281,12474,7910
PLP1,0.00409526541817,0.396723512928,0.00398654781456,1.02727111493,0.214827875995,1.02727111493,6148,10874
PLP2,0.0133862514068,1.57103560917,0.004383070038,3.05408111,0.96288459849,3.05408111,2583,3898
PLRG1,-0.00210669374124,-0.387158377561,0.00221914701308,-0.949325902619,-0.514696198901,0.949325902619,10847,11222
PLS1,-0.00176565538116,-0.344053644434,0.00725020809484,-0.243531683237,-0.254201080073,0.243531683237,9236,14567
PLS3,0.00829546942645,0.927598317779,0.0046068239536,1.80069165004,0.500282571804,1.80069165004,4519,7663
PLSCR1,-0.00226431746072,-0.407080853029,0.00524115825064,-0.432026157661,-0.32377077782,0.432026157661,9714,13619
PLTP,0.0158613103291,1.88386480027,0.00263315273968,6.0236955077,2.05891235582,6.0236955077,448,558
PLXNA1,0.008378731977,0.938122090003,0.00465146446183,1.80131054333,0.500510993455,1.80131054333,4518,7661
PLXNA2,-0.00699164900596,-1.00458069032,0.0081020214882,-0.862951180287,-0.482816944383,0.862951180287,10661,11590
PLXNB1,0.0144621966316,1.70702714913,0.00346177184004,4.17768625428,1.37758572176,4.17768625428,1456,2009
PLXNB3,-0.00257176078814,-0.445939421833,0.00637521279395,-0.403399991696,-0.313205408623,0.403399991696,9640,13762
PMAIP1,-0.0041363464433,-0.643691507856,0.00204024804466,-2.02737429605,-0.912583198592,2.02737429605,13010,6806
PNOC,0.0136802679976,1.6081971375,0.00343511268125,3.98248013006,1.30553888271,3.98248013006,1609,2259
PML,0.00845298976301,0.94750772641,0.0037556682855,2.25072853096,0.666382558959,2.25072853096,3684,6036
PMM1,0.00704297074733,0.769291723494,0.00200864656458,3.50632653426,1.12979971666,3.50632653426,2059,2998
PMM2,-0.00753935901792,-1.07380719578,0.00354689377174,-2.12562301076,-0.948844916115,2.12562301076,13187,6462
PMP2,0.00841542472258,0.942759782388,0.0023564846774,3.57117735723,1.15373491246,3.57117735723,1989,2876
PMP22,0.00704714968511,0.769819910405,0.00408361546167,1.72571334183,0.47260951531,1.72571334183,4664,7953
PMS1,-0.0107786625945,-1.48323127392,0.00326226710264,-3.30404048945,-1.38377622146,3.30404048945,14664,3355
PMS2P1,-0.0061507969752,-0.898303195978,0.00774627960232,-0.794032398903,-0.4573803431,0.794032398903,10513,11914
PMS2P4,0.000569970796674,-0.0488477237409,0.00196251501865,0.290428756599,-0.0571265158375,0.290428756599,7950,14354
PMS2P5,-0.00269928625305,-0.462057699937,0.0030134136533,-0.895756959915,-0.494924928874,0.895756959915,10733,11455
PMS2P3,-0.00166504811654,-0.331337628291,0.00250880691812,-0.663681252037,-0.409270233156,0.663681252037,10249,12511
EXOSC9,-0.013482952699,-1.82503359558,0.00585284034819,-2.30365974414,-1.01455486208,2.30365974414,13474,5857
EXOSC10,0.000275567081637,-0.0860581817233,0.00311475321768,0.0884715617508,-0.13166504566,0.0884715617508,8436,15323
PMS2,-0.00176267478591,-0.34367691918,0.00209243344434,-0.842404230672,-0.475233459091,0.842404230672,10618,11687
PRRX1,0.0157885895147,1.87467342573,0.00251031419443,6.28948740749,2.15701105175,6.28948740749,383,471
PNMT,0.00564899460201,0.593103421055,0.0022385535005,2.52350216368,0.7670580787,2.52350216368,3280,5225
PNN,0.00250679154081,0.195952131825,0.00446498410756,0.561433474436,0.0428961313267,0.561433474436,7254,12980
UBL3,-0.00379723208171,-0.600829953946,0.00209066344092,-1.8162809027,-0.83467267301,1.8162809027,12625,7606
SEPT4,-0.00417705483374,-0.648836748132,0.00293080990067,-1.42522202917,-0.690340337988,1.42522202917,11875,9140
PODXL,0.00965612365107,1.09957497523,0.0057512519448,1.67896029313,0.455353861121,1.67896029313,4745,8122
POLA1,0.00475724458774,0.480392797031,0.00555713499335,0.856060648776,0.151637374429,0.856060648776,6524,11626
POLB,-8.9616100884e-06,-0.1220205096,0.00432736552968,-0.00207091590182,-0.165082538787,0.00207091590182,8641,15737
POLD1,0.000630450627796,-0.0412035192019,0.00748239701265,0.0842578423372,-0.133220248734,0.0842578423372,8449,15346
POLD2,-0.00215289591153,-0.392997991086,0.00219748878441,-0.979707349045,-0.525909408474,0.979707349045,10907,11090
POLE2,0.00733947839279,0.806768102763,0.00323032852973,2.27205323707,0.674253099266,2.27205323707,3643,5964
POLG,0.005177791435,0.533546816462,0.00753133097831,0.687500184219,0.0894249376607,0.687500184219,6944,12391
POLH,0.00743878463691,0.819319679511,0.0043383449456,1.71465956031,0.468529776414,1.71465956031,4683,7996
POLR2A,0.0107318391117,1.2355374747,0.00290439918458,3.69502896458,1.19944616694,3.69502896458,1856,2661
POLR2B,-0.00296842517355,-0.49607487425,0.0028003204517,-1.06003053034,-0.555555155183,1.06003053034,11098,10725
POLR2C,-0.00147415441018,-0.307210071889,0.00277170183953,-0.531858942817,-0.360617145384,0.531858942817,9952,13136
POLR2D,-9.35454265495e-05,-0.132711280088,0.00481526195559,-0.0194268613862,-0.171488285614,0.0194268613862,8702,15643
POLR2E,0.000925711360655,-0.00388474048841,0.00224822343004,0.411752385589,-0.0123482897167,0.411752385589,7638,13724
POLR2F,0.00185810593429,0.113963056035,0.00430378851332,0.431737277179,-0.00497224926948,0.431737277179,7588,13623
POLR2G,0.0111589969763,1.28952707796,0.00255181107461,4.37297145048,1.44966174476,4.37297145048,1307,1768
POLR2H,0.00201286663895,0.133523667549,0.00536089718171,0.375471972456,-0.0257386948384,0.375471972456,7724,13919
POLR2I,-0.000427730719883,-0.174949836128,0.00372512338868,-0.114823235435,-0.206697258869,0.114823235435,8926,15189
POLR2J,0.00584354569993,0.617693244773,0.00256259456198,2.28032392897,0.677305653126,2.28032392897,3627,5935
POLR2K,0.00525879817934,0.54378547142,0.00296317403637,1.77471795946,0.490696180432,1.77471795946,4559,7756
POLR2L,0.00978479267267,1.11583779047,0.00272262736184,3.59387876938,1.16211356858,3.59387876938,1969,2842
POLRMT,-0.00453972550529,-0.694675645863,0.00298421627379,-1.52124547579,-0.725780751711,1.52124547579,12065,8748
POMC,-0.00589884964929,-0.866458912411,0.00418982073947,-1.40790024588,-0.683947199772,1.40790024588,11844,9208
PON2,0.0175142004764,2.09277792274,0.00253176927027,6.91777117373,2.38889854792,6.91777117373,225,273
PON3,0.016228650615,1.93029390281,0.00242806630037,6.68377573239,2.30253531538,6.68377573239,275,336
POR,0.0055806535692,0.584465618609,0.00287603353311,1.94039933991,0.551846002439,1.94039933991,4263,7178
POU2AF1,0.00319721595233,0.283216684692,0.00656226768083,0.487212059586,0.0155024296643,0.487212059586,7450,13350
POU2F1,0.0116202694344,1.3478285142,0.00521673689541,2.22749769969,0.65780850439,2.22749769969,3725,6113
POU2F2,-0.0145596713772,-1.96112289436,0.00444642586478,-3.27446623873,-1.37286093235,3.27446623873,14645,3403
POU3F1,0.00244837049056,0.188568142003,0.0036185947084,0.676608100066,0.085404878162,0.676608100066,6976,12448
POU3F2,-0.00989474749988,-1.37151092595,0.00550637208882,-1.79696310752,-0.827542845062,1.79696310752,12595,7672
POU3F3,0.00800258909834,0.890580404667,0.00273452614016,2.9264993963,0.915796633248,2.9264993963,2729,4195
POU3F4,-0.00848208825734,-1.19296121783,0.00440367809814,-1.92613721265,-0.87521853146,1.92613721265,12813,7219
POU6F1,-0.0111866533876,-1.53479830072,0.00306017491284,-3.65556012523,-1.51351538165,3.65556012523,14912,2732
PPA1,-0.00626284195187,-0.912464854556,0.00391316153454,-1.60045576871,-0.755015752651,1.60045576871,12213,8431
PPARA,0.0171906777172,2.05188703236,0.00349272292598,4.92185554979,1.65224434568,4.92185554979,949,1248
PPARD,-0.00511424807622,-0.767291061,0.00414551188438,-1.23368312982,-0.619647001351,1.23368312982,11433,9976
PPARG,0.000548675533788,-0.0515392878903,0.00146454262927,0.374639510535,-0.026045940578,0.374639510535,7725,13922
MED1,-0.00495681960634,-0.747393263642,0.00539659158358,-0.918509308992,-0.503322384837,0.918509308992,10789,11342
PPAT,-0.00104382945305,-0.252820171497,0.00465814118875,-0.224087122042,-0.247024465219,0.224087122042,9185,14661
PPBP,0.00355342134829,0.328238419278,0.00192003712423,1.8507045012,0.518741356602,1.8507045012,4420,7483
PPEF1,0.0108787976159,1.25411194563,0.00203752932842,5.33921031917,1.80628199186,5.33921031917,736,946
CTSA,-0.00969780473935,-1.34661881372,0.0046807264053,-2.07185891668,-0.929001619455,2.07185891668,13091,6655
PPIA,-0.00674512113547,-0.973421385946,0.00289620332589,-2.32895290022,-1.02389008121,2.32895290022,13511,5790
PPIB,0.00742752017058,0.817895934056,0.00435988816533,1.70360336984,0.464449148417,1.70360336984,4696,8031
PPIC,0.00824181009746,0.9208161744,0.00327620057638,2.5156610242,0.764164064407,2.5156610242,3290,5243
PPID,0.00434926220188,0.428826832843,0.00295043133868,1.47411063083,0.379747777002,1.47411063083,5179,8954
PPL,-0.0183674351557,-2.4423961489,0.0040059262878,-4.58506568422,-1.85657806819,4.58506568422,15345,1561
PPM1A,-0.0103570180664,-1.42993851573,0.00268577470484,-3.85624976204,-1.5875860801,3.85624976204,15027,2421
PPM1B,0.00916420132033,1.03739962117,0.00207566554988,4.41506644501,1.46519820043,4.41506644501,1280,1725
PPM1G,-0.00566963626907,-0.83748803189,0.00549860846094,-1.03110383461,-0.544878866208,1.03110383461,11029,10854
PPOX,0.00187502770417,0.116101842928,0.00245278757365,0.764447653074,0.117824773608,0.764447653074,6750,12046
PPP1CA,-6.98937964645e-05,-0.129721888506,0.00306873202569,-0.0227761159591,-0.172724431284,0.0227761159591,8712,15627
PPP1CB,-0.00889041613592,-1.24457084975,0.00350799648114,-2.53432869267,-1.09969034989,2.53432869267,13814,5195
PPP1CC,0.00127637261608,0.0404362556289,0.00283775100832,0.449783160093,0.00168814023933,0.449783160093,7545,13544
PPP1R1A,0.00138715914936,0.0544388562447,0.00271045994754,0.511779984284,0.0245699797911,0.511779984284,7398,13239
PPP1R2,-0.00179772700011,-0.3481072605,0.00564672056969,-0.318366559478,-0.281821198577,0.318366559478,9422,14193
PPP1R3C,0.0101219820429,1.15845603967,0.0039665969118,2.55180505305,0.777504132703,2.55180505305,3241,5146
PPP1R3D,8.21228112526e-05,-0.110508110605,0.00326394441337,0.0251606035066,-0.155031906904,0.0251606035066,8587,15611
PPP1R7,0.00463131897453,0.464476728382,0.00476012541306,0.972940536782,0.194775500923,0.972940536782,6262,11114
PPP1R8,0.0103684260639,1.18960474609,0.0036894108343,2.81032027323,0.872917145663,2.81032027323,2889,4491
PPP1R10,-0.00476104307272,-0.72264855389,0.00573695475891,-0.829890294206,-0.470614804989,0.829890294206,10595,11742
PPP2CA,-0.0100485157534,-1.39094609895,0.00348866322376,-2.88033413054,-1.22739432532,2.88033413054,14226,4306
PPP2CB,0.0137991302592,1.62322045061,0.00220384769823,6.26138107017,2.14663754135,6.26138107017,390,481
PPP2R1A,-0.00303055755494,-0.503927948953,0.00592497423129,-0.511488731704,-0.353098890886,0.511488731704,9903,13241
PPP2R1B,0.0114727206862,1.32917944078,0.00425593380262,2.6956999846,0.830612993987,2.6956999846,3050,4777
PPP2R2A,0.00663078668327,0.717194698174,0.00290870213613,2.27963757475,0.677052332938,2.27963757475,3628,5937
PPP2R2B,-0.000699119931733,-0.209251430669,0.00527002083087,-0.132659804234,-0.21328039455,0.132659804234,8965,15102
PPP2R2C,-0.0130284770665,-1.76759122797,0.00328360169162,-3.96773978396,-1.62873491033,3.96773978396,15088,2279
PPP2R3A,0.00593072272772,0.628711778045,0.0055041644056,1.07749738029,0.233365427882,1.07749738029,6033,10641
PTPA,0.00446600881887,0.443582744077,0.00455759855676,0.979903947934,0.197345562516,0.979903947934,6251,11089
PPP2R5A,0.0179906379156,2.15299610073,0.00314035837851,5.72884866859,1.95009003866,5.72884866859,548,691
PPP2R5B,-0.0122010025747,-1.66300455587,0.0029743054649,-4.1021350089,-1.67833761198,4.1021350089,15158,2105
PPP2R5C,0.0155931318898,1.84996902369,0.00239693886294,6.50543580017,2.23671346454,6.50543580017,328,395
PPP2R5D,-0.0116810953281,-1.59729211486,0.00305328228939,-3.82575019959,-1.57632927617,3.82575019959,15011,2471
PPP2R5E,-0.00360761935216,-0.576864303564,0.00254361953483,-1.41830148053,-0.687786096128,1.41830148053,11867,9164
PPP3CA,-0.0175365252901,-2.33737527089,0.00448749675369,-3.90786361588,-1.6066357643,3.90786361588,15056,2353
