gene,weight,weight_zscore,bootstrap_std,bootstrap_ratio,bootstrap_ratio_zscore,abs_bootstrap_ratio,signed_contribution_rank,abs_bootstrap_ratio_rank
MRPL47,0.000970990205744,0.00183817154227,0.00277592471036,0.34978982035,-0.0352174849459,0.34978982035,7779,14029
ATP13A1,-0.00655493510233,-0.949383274219,0.00331720346859,-1.97604252027,-0.893637624,1.97604252027,12912,7031
CHMP1B,0.00426149313031,0.417733469604,0.00206117916006,2.06750253102,0.598757354166,2.06750253102,4010,6671
MAN1C1,-0.0101376248488,-1.40220883133,0.00688956754399,-1.47144574519,-0.707400625629,1.47144574519,11965,8963
APMAP,0.00982732902718,1.12121407192,0.0021235004744,4.62789113808,1.54374771556,4.62789113808,1126,1510
RGL3,0.0128146665578,1.49879150041,0.00186248986304,6.88039533102,2.37510384074,6.88039533102,230,278
RNPEPL1,-0.00384643275468,-0.607048556093,0.00333444726037,-1.15354433714,-0.590069308947,1.15354433714,11282,10305
RTN4,-0.0126362663665,-1.71801868853,0.00619638769802,-2.03929563196,-0.916983135188,2.03929563196,13026,6778
ADCK1,-0.00326055539413,-0.532997979303,0.00231273739471,-1.4098251715,-0.684657652924,1.4098251715,11850,9197
PAK5,-0.00807784700884,-1.14186810581,0.00285913634169,-2.82527520323,-1.20707313053,2.82527520323,14165,4443
TMEM159,0.0157166156583,1.86557646119,0.00206704072932,7.60343782074,2.64196496556,7.60343782074,126,145
SCYL3,0.0116859756208,1.35613329149,0.00378076219629,3.09090469436,0.976475477704,3.09090469436,2545,3827
RALGAPB,-0.00892242656768,-1.24861673221,0.00522106255997,-1.70892925821,-0.795051238576,1.70892925821,12422,8012
LYRM1,0.01126445223,1.30285584417,0.00290442157615,3.87838057758,1.26711773311,3.87838057758,1681,2385
SMIM8,-0.0109761808984,-1.50819613058,0.00374145153185,-2.93366914016,-1.24707925513,2.93366914016,14290,4176
SLURP1,0.00711801725369,0.778777048335,0.00317865852213,2.23931485692,0.662169990629,2.23931485692,3707,6078
SLC44A2,0.015459870758,1.8331257996,0.00313095738483,4.9377455065,1.65810902415,4.9377455065,935,1231
SMURF1,0.00434974740868,0.428888159403,0.00316393944374,1.37478845156,0.343089864282,1.37478845156,5367,9345
TMEM63C,0.0132155170757,1.5494560491,0.00635124666603,2.0807752825,0.603656072346,2.0807752825,3985,6619
PHTF2,-0.00298223748784,-0.497820648893,0.00320120314913,-0.931598948555,-0.508153519918,0.931598948555,10817,11295
TRIM54,-0.0172399488838,-2.29989020076,0.00396875093335,-4.34392310662,-1.76757696463,4.34392310662,15273,1800
PELI2,0.00610004488756,0.650112850085,0.00526212370273,1.15923631449,0.263533701854,1.15923631449,5829,10279
PELI1,0.0082364766297,0.920142063416,0.00181961817217,4.52648624623,1.50632111355,4.52648624623,1198,1614
GJC2,0.0013714210216,0.0524496729855,0.00373407273401,0.367272176868,-0.0287650822292,0.367272176868,7741,13954
ASPHD2,-0.00608909002386,-0.890503892495,0.00349638079254,-1.7415408633,-0.807087556967,1.7415408633,12480,7892
ZNFX1,-0.00544999998649,-0.809727625865,0.00363619823299,-1.49881817142,-0.717503263518,1.49881817142,12022,8840
DOLPP1,0.0132266617679,1.55086465599,0.00339674813975,3.89391889648,1.2728526288,3.89391889648,1672,2369
CAMK1G,0.00808667446979,0.901208175383,0.00286373013087,2.82382560515,0.877901704824,2.82382560515,2865,4448
CORO1B,0.0055687519782,0.582961345297,0.00253782267854,2.19430302412,0.645556985858,2.19430302412,3769,6209
VARS2,0.00151740189351,0.0709005784016,0.00655262948516,0.231571447302,-0.0788496206156,0.231571447302,8084,14619
ZMIZ1,0.0131750769167,1.54434471129,0.00398489159433,3.30625729829,1.05595799628,3.30625729829,2272,3351
KIAA1191,0.0115851003509,1.34338340145,0.00307753822168,3.76440502648,1.2250515417,3.76440502648,1799,2569
ACTR3B,0.00877406774326,0.988089614759,0.00189026107161,4.64172270965,1.54885268352,4.64172270965,1115,1495
SLC39A10,0.00437341677665,0.431879792924,0.0033858189145,1.29168655711,0.312418547806,1.29168655711,5522,9691
ANKRD50,0.0122844679338,1.43177830522,0.00333762525851,3.68060132051,1.19412120005,3.68060132051,1871,2690
FAM219B,0.00401901581758,0.38708612585,0.00481641549482,0.834441260705,0.143658072658,0.834441260705,6580,11719
NIPAL3,-0.00524289683577,-0.783551315261,0.00252059783688,-2.08002115969,-0.93201414691,2.08002115969,13108,6624
RALGAPA2,-0.0079606065845,-1.12704978097,0.00358721253771,-2.21916223274,-0.983368450137,2.21916223274,13342,6136
THOC2,-0.00796161432371,-1.12717715177,0.00301190708565,-2.64337979137,-1.1399390203,2.64337979137,13952,4901
ADAMTSL3,0.012721152536,1.48697201784,0.00610488663212,2.08376556398,0.604759727926,2.08376556398,3981,6609
KIAA1147,0.01105086741,1.27586029837,0.00199187434145,5.54797417691,1.8833327305,5.54797417691,628,801
SELENON,0.0116382697925,1.35010362669,0.00604724124954,1.92455854038,0.545999466944,1.92455854038,4288,7225
VN1R1,-0.00589692279497,-0.866215372238,0.00417752149727,-1.41158406936,-0.685306828415,1.41158406936,11853,9190
MCOLN1,-0.00657807556597,-0.952308058133,0.00591500640406,-1.11209948335,-0.574772807763,1.11209948335,11192,10505
ATP10A,-0.00372579296743,-0.591800576855,0.00389628320001,-0.956242854069,-0.517249113108,0.956242854069,10860,11186
ATP8B2,-0.00699047458121,-1.0044322517,0.00401029133883,-1.74313385003,-0.807675497838,1.74313385003,12484,7885
ATP10D,0.00340850988627,0.309922679383,0.00276769293397,1.23153469969,0.29021765013,1.23153469969,5668,9986
ZNF248,-0.00994084343889,-1.37733711262,0.00671733834803,-1.47987832738,-0.710512930091,1.47987832738,11979,8931
SLC45A4,-0.007276203611,-1.04054629345,0.00227604264329,-3.19686611869,-1.34422021536,3.19686611869,14569,3584
ADGRG6,0.00456156481917,0.455660317669,0.00444761328412,1.02562082802,0.214218786727,1.02562082802,6151,10879
TP73-AS1,-0.00167551004679,-0.332659939104,0.00260605307142,-0.642930132604,-0.401611392698,0.642930132604,10196,12612
SPRYD7,0.008432228225,0.944883621147,0.00245382337386,3.43636315263,1.10397757345,3.43636315263,2136,3122
CEMIP,-0.0134686907878,-1.8232309952,0.00454297568707,-2.96472878473,-1.25854277464,2.96472878473,14322,4107
THAP11,-0.000650944212316,-0.203162375091,0.00304003395971,-0.21412399366,-0.24334726549,0.21412399366,9162,14703
VANGL2,0.0181754031777,2.17634906698,0.00412410233653,4.40711740266,1.46226436126,4.40711740266,1286,1732
TTC7A,0.00967376846232,1.10180514922,0.0055021674449,1.75817413032,0.484590170184,1.75817413032,4590,7818
ARFGEF3,0.0100953279108,1.15508715398,0.00243666450648,4.14309310288,1.36481805261,4.14309310288,1485,2058
ERGIC1,0.000885711200643,-0.0089404656624,0.00191416859451,0.462713265271,0.00646039423655,0.462713265271,7510,13474
PPP4R3B,-0.00771672979016,-1.09622555306,0.0023582863118,-3.27217681397,-1.37201594955,3.27217681397,14642,3410
NHSL1,0.0154954509068,1.83762286797,0.0040166912955,3.85776495301,1.25950890121,3.85776495301,1700,2417
LYRM2,0.00903657991613,1.02126921705,0.0024590157466,3.67487679923,1.19200838896,3.67487679923,1878,2700
SNX14,-0.00597135415356,-0.875622946939,0.00439361628908,-1.35909778203,-0.665935145732,1.35909778203,11738,9403
ZNF630,-0.00850787793719,-1.19622084313,0.00271499088387,-3.13366722066,-1.3208947134,3.13366722066,14499,3741
LINC00869,0.00589666839711,0.624407561849,0.0100685021383,0.585654977883,0.0518358240098,0.585654977883,7199,12874
SLC4A10,-0.00737314499417,-1.05279896922,0.00183551333199,-4.01693894873,-1.64689337907,4.01693894873,15110,2219
DANCR,-0.00428381240952,-0.662330118239,0.0048756049628,-0.878621718167,-0.488600639566,0.878621718167,10694,11525
KAT14,0.00933431990313,1.0589013552,0.0019042852258,4.90174464237,1.6448217952,4.90174464237,966,1275
PBXIP1,0.0195809037142,2.35399396746,0.00368204233271,5.31794638542,1.79843388147,5.31794638542,748,963
RCN3,-0.0171816784057,-2.29252524215,0.00243656643049,-7.05159448586,-2.76692657436,7.05159448586,15707,238
ZNF286A,-0.000567791471416,-0.192652481998,0.00220545838069,-0.257448282129,-0.259337429993,0.257448282129,9272,14495
ZNF287,-0.00963341284817,-1.33848015364,0.00333949082764,-2.88469510634,-1.22900387791,2.88469510634,14231,4296
SENP7,-0.00409388171407,-0.638324279311,0.00388048458245,-1.05499239259,-0.553695675103,1.05499239259,11079,10755
JPH3,-0.00137396737116,-0.294547169162,0.00433781645015,-0.31674170333,-0.281221495316,0.31674170333,9418,14203
ZNF304,-0.0034680506625,-0.559223850685,0.00331351487102,-1.04663802563,-0.550612238379,1.04663802563,11059,10793
TTYH1,0.0156529623623,1.8575311541,0.00229557120201,6.81876578198,2.35235755541,6.81876578198,248,299
MRS2,-0.00859923528525,-1.20776773805,0.00219116781604,-3.92449871813,-1.61277546171,3.92449871813,15068,2329
RHOJ,0.0151071533453,1.78854492037,0.00259967031543,5.81118046224,1.98047712569,5.81118046224,508,644
CLK4,-0.00684862128437,-0.986503041324,0.00609225888316,-1.12415138879,-0.579220935069,1.12415138879,11218,10449
S100A14,0.00978855788632,1.1163136857,0.00565629998976,1.73055847534,0.474397761223,1.73055847534,4657,7936
RAB22A,-0.00578289052024,-0.851802533844,0.00535687291911,-1.0795272928,-0.562751036523,1.0795272928,11145,10625
CYP20A1,0.00370652621841,0.347589745519,0.0020555294741,1.80319779653,0.501207542441,1.80319779653,4516,7657
ABHD6,-0.0047195807282,-0.71740801938,0.00150908710143,-3.12744090366,-1.31859669913,3.12744090366,14490,3757
NMRAL1,0.00216849916313,0.153194470619,0.00513154899953,0.42258179028,-0.00835136400616,0.42258179028,7614,13667
MIF4GD,0.00592780291448,0.628342735189,0.00209006841381,2.83617649801,0.882460182657,2.83617649801,2846,4416
SCYL1,-0.00808249316046,-1.1424553451,0.00660228171814,-1.22419695274,-0.616145835207,1.22419695274,11410,10017
TMIGD3,0.000280039684426,-0.0854928777219,0.00233293131467,0.12003768935,-0.120014592973,0.12003768935,8354,15161
RHBDD2,0.0079759307612,0.887210987492,0.00238782014621,3.34025607994,1.06850629495,3.34025607994,2230,3281
C3orf14,0.00926851443399,1.0505840293,0.00237172460896,3.90792185526,1.2780208525,3.90792185526,1663,2352
WDR18,-0.00579693769691,-0.85357799336,0.00352370493756,-1.64512574113,-0.771502583305,1.64512574113,12301,8259
SLC24A3,0.0159464441934,1.89462509274,0.00537052680658,2.96925139147,0.931575575265,2.96925139147,2677,4097
NDRG3,-0.012327744309,-1.67902377621,0.00384286518636,-3.2079564885,-1.3483134583,3.2079564885,14584,3558
NDRG2,0.0107423569338,1.23686684983,0.00416949538609,2.57641655382,0.786587765922,2.57641655382,3200,5073
BIRC6,-0.00177471679495,-0.345198940298,0.00216600866481,-0.819348889865,-0.466724174688,0.819348889865,10572,11793
PLEKHG5,0.00292842187475,0.24924309598,0.00256563966269,1.14140029769,0.256950769903,1.14140029769,5873,10358
TENM2,-0.00753977829811,-1.07386018971,0.00450769909301,-1.67264454493,-0.781659246352,1.67264454493,12355,8145
GALNT16,0.0151996735445,1.8002387911,0.00501304019156,3.03202706616,0.954744873606,3.03202706616,2610,3954
DSCAML1,-0.00110252681479,-0.260239085054,0.0031909139477,-0.345520698102,-0.291843270696,0.345520698102,9478,14067
KIAA1143,0.0098742330318,1.12714239212,0.0040321935142,2.44884899423,0.739505024693,2.44884899423,3390,5440
TMCC3,0.00225141277359,0.163674139388,0.00319385140487,0.704920952226,0.0958546092383,0.704920952226,6903,12309
GATAD2B,-0.00972224942073,-1.34970844113,0.00134242026751,-7.24232913943,-2.83732307929,7.24232913943,15718,195
PPM1H,-0.00893462489211,-1.25015851044,0.00714149716853,-1.25108568711,-0.626069951705,1.25108568711,11474,9882
ISY1,-0.00447202928994,-0.686119343587,0.00325319368429,-1.37465817407,-0.671678188198,1.37465817407,11767,9346
MYORG,0.00487820706438,0.495681561828,0.00337148157394,1.44690307729,0.369705990463,1.44690307729,5225,9049
AMIGO1,-0.0057202417382,-0.843884189908,0.00622053138857,-0.919574451261,-0.503715508434,0.919574451261,10795,11333
STRIP2,-0.00297900715568,-0.497412358736,0.00702295236813,-0.424181597643,-0.320875501069,0.424181597643,9698,13658
TBC1D24,0.0108557772157,1.25120233684,0.00230919282505,4.70111334918,1.57077263027,4.70111334918,1075,1440
SCAF4,-0.00451737005606,-0.691850081979,0.00502591786022,-0.89881493922,-0.496053570425,0.89881493922,10740,11441
HHATL,-0.00274576392587,-0.46793213495,0.00302768769491,-0.906884792142,-0.499031998468,0.906884792142,10760,11396
SLC12A5,-0.0105244968669,-1.45110660074,0.00589277802125,-1.78599920597,-0.82349627914,1.78599920597,12568,7712
PNMA8B,-0.00375219416313,-0.595137493249,0.00610128460826,-0.614984286759,-0.391297116618,0.614984286759,10135,12731
LRRC47,0.00484238486299,0.491153899806,0.0022314863681,2.17002663884,0.636597037343,2.17002663884,3820,6305
ERMN,0.00432806148292,0.426147218348,0.00362575588948,1.19369908368,0.276253249433,1.19369908368,5754,10149
CNOT6,0.00286652530586,0.241419826238,0.00547520460751,0.523546700325,0.028912849156,0.523546700325,7366,13185
ZNF512B,0.0134849391331,1.58350900982,0.00683467636506,1.97301794742,0.563884905289,1.97301794742,4200,7039
ZNF490,-0.00367585504689,-0.585488792053,0.00803871265389,-0.457269118222,-0.333087470746,0.457269118222,9767,13503
PLEKHH1,0.00295627089415,0.252763006611,0.00198342318936,1.4904892259,0.385792802525,1.4904892259,5136,8879
GRAMD1B,-0.00688714560894,-0.991372231784,0.00366656640545,-1.87836380072,-0.857586280765,1.87836380072,12729,7383
SHROOM4,0.00288440691619,0.243679929884,0.00775285922132,0.372044278614,-0.027003790939,0.372044278614,7730,13931
USP31,-0.00876699885057,-1.22897181524,0.00271418524029,-3.23006651146,-1.356473844,3.23006651146,14603,3511
PRR12,0.00490676638558,0.499291249367,0.00551156419754,0.890267483009,0.164262461322,0.890267483009,6453,11478
PLEKHG1,0.00160102856537,0.0814703728723,0.00598403660728,0.267549928324,-0.0655706528486,0.267549928324,8000,14447
KIAA1211,0.016427367172,1.95541020983,0.00394345387766,4.16573077348,1.37317318294,4.16573077348,1470,2032
RNF150,0.0106941174821,1.23076973896,0.00214789814363,4.97887551781,1.673289323,4.97887551781,916,1204
NLN,-0.00859440609488,-1.20715736401,0.00547287964566,-1.5703627069,-0.74390898031,1.5703627069,12161,8547
ESYT2,0.00253256860875,0.199210163075,0.00354321342424,0.714766034534,0.0994882404233,0.714766034534,6879,12264
ODF2L,-0.00986253691999,-1.36743974624,0.0017088835396,-5.77133355869,-2.29440680415,5.77133355869,15605,663
AHRR,0.00946381360309,1.0752684037,0.00225926288759,4.18889437571,1.38172242456,4.18889437571,1447,1993
ARID1B,-0.00619538542963,-0.903938847722,0.00276262699795,-2.242570363,-0.992007942367,2.242570363,13381,6063
HEG1,0.00770439578905,0.852890969925,0.00313247951901,2.45951992417,0.743443460409,2.45951992417,3368,5404
RIMKLB,0.0110215463798,1.27215433643,0.00424411517823,2.59690086553,0.794148132767,2.59690086553,3179,5030
NWD2,0.00233765411763,0.174574409137,0.00282539957717,0.827371157168,0.141048632951,0.827371157168,6594,11753
MKL2,0.00381520589967,0.361326055581,0.00221217821589,1.72463767714,0.472212508089,1.72463767714,4667,7958
LRFN2,-0.00387512007601,-0.610674421904,0.00314131944664,-1.2335963094,-0.619614957598,1.2335963094,11432,9977
KIDINS220,0.00248800926568,0.193578190792,0.00419855915062,0.592586450834,0.0543940978244,0.592586450834,7184,12845
KIAA1257,-0.00687002454123,-0.989208255114,0.00510499433165,-1.34574577265,-0.661007174982,1.34574577265,11703,9461
NLGN4X,-0.00339206292959,-0.549619561752,0.00565400127136,-0.599940248825,-0.385744650557,0.599940248825,10102,12813
MTA3,0.0115242195116,1.33568851244,0.00289074101558,3.98659701768,1.30705834703,3.98659701768,1607,2255
AARS2,-0.0034053356018,-0.551297129615,0.00264631312342,-1.28682262566,-0.639259770773,1.28682262566,11565,9717
MAVS,0.00250337135869,0.195519846034,0.00307248725368,0.814770299109,0.136397897755,0.814770299109,6629,11814
ZNF608,0.00641064787447,0.689370776542,0.00595551261921,1.07642251547,0.232968715877,1.07642251547,6037,10647
INTS2,-0.00668518918222,-0.965846429129,0.00384374324884,-1.73923926481,-0.806238081077,1.73923926481,12476,7904
MTUS1,0.000948873853224,-0.000957172280194,0.00451439925097,0.210188288734,-0.0867417346043,0.210188288734,8130,14720
XPO5,-0.0073605005483,-1.05120080453,0.00359908316883,-2.04510432325,-0.91912701181,2.04510432325,13037,6759
COG6,0.00643186901236,0.692052971839,0.00330069370486,1.94864158492,0.554888057097,1.94864158492,4251,7146
GPR158,-0.0127915904354,-1.73765050513,0.00242267057079,-5.27995452193,-2.11304821966,5.27995452193,15521,992
CASKIN2,0.00410301082627,0.39770247538,0.00426061061605,0.963010046216,0.191110347187,0.963010046216,6289,11158
ARHGAP31,0.01342871446,1.57640262587,0.00205528901316,6.53373534036,2.24715828242,6.53373534036,317,384
SERINC1,0.00960042885094,1.09253556331,0.00201785281932,4.75774484592,1.59167423029,4.75774484592,1050,1398
STARD9,-0.00716157058195,-1.02605752414,0.00231011264711,-3.10009582905,-1.3085041562,3.10009582905,14467,3816
HECW2,-0.00933201978322,-1.30038629339,0.0024712843627,-3.77618210356,-1.55803464197,3.77618210356,14982,2552
RPTOR,0.00536458650322,0.557156335236,0.00487952398313,1.09940775407,0.241452126901,1.09940775407,5976,10546
SRGAP1,0.0194213780652,2.33383110213,0.0029312877435,6.62554473143,2.281043369,6.62554473143,286,352
NYNRIN,-0.00129108951273,-0.284072019186,0.00489145205298,-0.263948107586,-0.261736390991,0.263948107586,9295,14457
CASKIN1,0.0124042998494,1.44692417544,0.00254633011849,4.87144214309,1.63363772351,4.87144214309,986,1305
PCDH19,0.00336473163904,0.304389431853,0.00279896805535,1.20213291917,0.279366016466,1.20213291917,5736,10115
KCTD16,-0.00310895881487,-0.513837289901,0.00271101943584,-1.14678588201,-0.587574892694,1.14678588201,11270,10331
CGN,-0.00393421179715,-0.618143179579,0.00287149363758,-1.37009246535,-0.669993072617,1.37009246535,11760,9362
HACE1,-0.00944326657777,-1.31444706763,0.00479640313653,-1.96882253409,-0.890972865479,1.96882253409,12895,7063
NUFIP2,0.00620143228348,0.662927469069,0.00478853715086,1.29505777821,0.313662800902,1.29505777821,5515,9674
TBC1D14,0.0133466403929,1.56602906919,0.00246236100307,5.42026143862,1.83619640659,5.42026143862,700,896
MIB1,-0.00282304707717,-0.477700155214,0.00396298564782,-0.712353596013,-0.427234262443,0.712353596013,10355,12278
KIAA1324,-0.00538497689566,-0.801509186811,0.00279733641617,-1.92503728351,-0.874812568699,1.92503728351,12809,7224
KIAA1328,0.00604350856029,0.642967075345,0.00198789450228,3.04015557835,0.957744951664,3.04015557835,2599,3927
SORCS2,0.0167384470826,1.99472841593,0.00243280858826,6.88029759652,2.37506776881,6.88029759652,231,279
WDR35,-0.0036417721903,-0.581180970384,0.00362446064052,-1.0047763106,-0.535161881701,1.0047763106,10967,10967
ZNF398,-0.0106014286595,-1.46083021186,0.00410479642843,-2.58269291653,-1.11754065795,2.58269291653,13877,5060
KLHL42,-0.00287624668136,-0.484424192769,0.00526323478933,-0.546478885417,-0.366013085986,0.546478885417,9985,13061
TXNDC16,0.00330868466747,0.297305508063,0.00803116272066,0.411980778195,-0.0122639943832,0.411980778195,7637,13723
CC2D2A,0.00643853223506,0.692895154039,0.0042685818546,1.50835393449,0.39238632406,1.50835393449,5098,8802
PDP2,-0.0109636284307,-1.50660959126,0.00395426650721,-2.77260736239,-1.18763443993,2.77260736239,14103,4572
ZNF624,0.0117973499898,1.3702101902,0.00416467035915,2.83272119337,0.88118489594,2.83272119337,2853,4427
IGSF9,0.0114034864277,1.3204287412,0.00348848483782,3.2688937914,1.04216784201,3.2688937914,2311,3417
TAOK1,0.0124565318576,1.45352591601,0.00184528184245,6.75047657819,2.32715331915,6.75047657819,263,319
NCEH1,-0.00927762986011,-1.2935118083,0.00397858122417,-2.33189404397,-1.024975601,2.33189404397,13515,5783
MICAL3,-0.00502376905304,-0.755855179867,0.00713485713365,-0.704116278564,-0.424194026453,0.704116278564,10336,12315
LRRC7,-0.000187673904412,-0.144608425374,0.00157565113242,-0.119108792899,-0.20827897599,0.119108792899,8935,15169
NLGN2,0.00891941199402,1.00646005596,0.00880008709728,1.01355951315,0.209767186581,1.01355951315,6171,10928
SEMA6A,0.00154484810399,0.0743695769552,0.00354969138658,0.435206313942,-0.00369189428907,0.435206313942,7582,13611
USP35,0.0134976668185,1.58511769537,0.00203493236074,6.63298057412,2.28378779602,6.63298057412,284,348
STAMBPL1,-0.0170997901076,-2.2821751653,0.00485698188307,-3.52066170295,-1.46372695951,3.52066170295,14821,2965
ARRDC3,-0.00269868455784,-0.461981650101,0.00502156445299,-0.537419081863,-0.362669286138,0.537419081863,9967,13108
CEP126,0.00648854118684,0.699215916665,0.00547819422051,1.18443065829,0.272832451265,1.18443065829,5775,10179
KLHL8,-0.0147182249919,-1.98116290171,0.00512058424372,-2.87432532917,-1.2251765919,2.87432532917,14221,4314
ZNF319,0.00938952414748,1.06587876449,0.00283650307293,3.31024642176,1.05743030529,3.31024642176,2262,3337
SIPA1L2,-0.0134443556014,-1.82015520715,0.00625617184934,-2.14897479244,-0.957463611165,2.14897479244,13230,6374
ARHGAP20,-0.00205044430692,-0.380048863973,0.00202690018055,-1.01161582923,-0.537686216939,1.01161582923,10985,10934
TRMT5,0.0111882556757,1.29322516174,0.0035678593402,3.13584550535,0.993062269686,3.13584550535,2489,3733
CARNS1,0.00391037958922,0.373355307914,0.00316781681214,1.23440837053,0.291278266959,1.23440837053,5659,9969
DOCK6,0.010798954031,1.24402030544,0.0033353494507,3.23772791744,1.03066511527,3.23772791744,2358,3495
ZNF471,0.00135607536077,0.0505100946497,0.00348950596357,0.388615286785,-0.0208877494298,0.388615286785,7687,13843
MARCH4,0.00642327394296,0.690966618466,0.00369613521279,1.73783521791,0.477083467439,1.73783521791,4638,7909
PCDH10,0.00636480228968,0.683576232793,0.00303085559191,2.10000183006,0.610752222548,2.10000183006,3947,6547
KIF17,-0.0016086169037,-0.32420513924,0.00347619527712,-0.462752168812,-0.335111159628,0.462752168812,9782,13473
CCDC191,0.0103898856138,1.19231707491,0.00334026665802,3.11049586083,0.983706201753,3.11049586083,2520,3791
UNC79,-0.00498147785164,-0.750509883962,0.00722361806149,-0.689609806227,-0.41883996555,0.689609806227,10307,12377
FAM135A,-0.00671591994542,-0.969730570919,0.00306174483032,-2.1934943366,-0.973894921633,2.1934943366,13304,6215
PREX1,0.00407053520092,0.393597795883,0.00283250351706,1.4370803695,0.366080617284,1.4370803695,5242,9090
KCNT1,-0.00817955023023,-1.1547226428,0.0037870410728,-2.15987893265,-0.961488120324,2.15987893265,13240,6340
TMEM181,-0.000417207394884,-0.173619765471,0.00219561696993,-0.190018295812,-0.234450314435,0.190018295812,9093,14832
ARHGAP21,0.00106668459428,0.0139332363871,0.00656120492048,0.162574497705,-0.104315072288,0.162574497705,8245,14954
CRAMP1,0.00726317002509,0.797123287955,0.0049090447438,1.47954854847,0.381754808179,1.47954854847,5165,8933
SYT13,-0.00847360123936,-1.19188852136,0.00540210996798,-1.56857251881,-0.743248256199,1.56857251881,12155,8556
CFAP97,0.0148935814766,1.76155101153,0.00621370111574,2.39689376737,0.720329346252,2.39689376737,3458,5583
RIC1,-0.00338675428586,-0.548948588342,0.00732182865456,-0.462555796598,-0.335038682407,0.462555796598,9781,13475
WDFY1,0.00506923339062,0.519825880405,0.00396652499891,1.27800364097,0.307368445714,1.27800364097,5559,9773
MKL1,0.00967231546986,1.10162150169,0.00703923612485,1.37405753953,0.342820098661,1.37405753953,5368,9348
ZNF687,-0.00936381962243,-1.3044055585,0.00241306031761,-3.88047474573,-1.59652705728,3.88047474573,15045,2379
EBF4,0.00287885674516,0.242978429205,0.00315164718486,0.913445121328,0.172816883393,0.913445121328,6397,11367
HOMEZ,0.00129770700849,0.0431327654615,0.00276899439897,0.468656422336,0.00865389960041,0.468656422336,7492,13438
PDZD4,-0.00737654099095,-1.05322819816,0.00336687346698,-2.19091720057,-0.972943750119,2.19091720057,13293,6234
BEGAIN,0.0110832612207,1.2799546371,0.00481161669331,2.3034381014,0.685836651154,2.3034381014,3586,5858
BAHCC1,-0.00492826162492,-0.74378374544,0.00684798125534,-0.719666342701,-0.429933257086,0.719666342701,10375,12240
WDR48,0.00505266139299,0.517731302144,0.00277909148422,1.81809826041,0.506707018071,1.81809826041,4481,7599
FNIP2,-0.000786865340038,-0.220341803046,0.0021251587936,-0.370261903444,-0.300974775387,0.370261903444,9540,13941
USP36,-0.00424034966016,-0.656836747312,0.00178988905615,-2.36905725838,-1.03869183115,2.36905725838,13574,5671
TRMT9B,-0.0111044259939,-1.52440536469,0.00205765615213,-5.39663829762,-2.15611396486,5.39663829762,15546,907
PITPNM2,0.00696056757028,0.758876569742,0.00352372201707,1.97534525612,0.564743870323,1.97534525612,4198,7032
SLAIN2,0.000456994418598,-0.0631271045865,0.00218429131274,0.209218622046,-0.0870996199938,0.209218622046,8134,14729
JCAD,-0.0100378733288,-1.38960097499,0.00544842983289,-1.84234240629,-0.844291474479,1.84234240629,12672,7515
DIP2B,-0.00143897825136,-0.302764064882,0.00256461802106,-0.561088723366,-0.371405297154,0.561088723366,10018,12983
RANBP10,0.00519047830908,0.535150343764,0.00539045980655,0.962900846188,0.19107004355,0.962900846188,6290,11159
ISLR2,0.00309665282759,0.270506247504,0.00642635812322,0.481867454041,0.0135298381944,0.481867454041,7460,13378
FAM234B,-0.0077454861728,-1.09986014771,0.00800935094817,-0.967055410972,-0.521239820623,0.967055410972,10882,11140
KIAA1468,-0.00133181878328,-0.289219898553,0.00642552998232,-0.207269872982,-0.240817540917,0.207269872982,9140,14743
ZNF492,0.00757690690241,0.836777315045,0.00310625902545,2.43923859548,0.735958010709,2.43923859548,3406,5474
TSHZ3,-0.00893997216116,-1.2508343658,0.0059549415574,-1.50126950449,-0.718408003572,1.50126950449,12031,8825
VPS18,0.00477298084388,0.482381743733,0.00487841958116,0.978386701775,0.196785576039,0.978386701775,6254,11095
SHROOM3,-0.00112564201242,-0.26316067553,0.00783915648587,-0.143592236543,-0.21731534578,0.143592236543,8989,15050
STIM2,-0.00459296130244,-0.701404257941,0.00558474274011,-0.822412332345,-0.467854832591,0.822412332345,10577,11778
ZBTB2,-0.00614772643311,-0.897915102107,0.00257276212258,-2.38954327691,-1.04625282795,2.38954327691,13609,5608
LRFN1,0.00915603288293,1.03636719094,0.004417573036,2.07263871097,0.600653019742,2.07263871097,3999,6653
ZFAT,-0.00444153223746,-0.682264741108,0.00675503199019,-0.657514611909,-0.406994244477,0.657514611909,10230,12546
NYAP2,-0.00350767668145,-0.564232287189,0.00457382909189,-0.766901563433,-0.447366871729,0.766901563433,10455,12038
KLHL1,0.012905855152,1.51031706609,0.00223887744474,5.76443126994,1.96322289483,5.76443126994,526,667
DPP10,0.00365168435525,0.340658138544,0.00651627300396,0.560394623281,0.0425127112766,0.560394623281,7258,12988
SH3RF1,0.0112477268898,1.30074188452,0.00282437225579,3.98238117044,1.30550235861,3.98238117044,1610,2260
LRCH2,0.00729886306873,0.801634625391,0.00400405426224,1.82286817079,0.508467500567,1.82286817079,4468,7578
LRRN1,0.0189104357946,2.26925176797,0.00213766499037,8.84630467349,3.10068329961,8.84630467349,34,39
EP400,-0.00157744073567,-0.320264701564,0.00271156501832,-0.581745495687,-0.379029315902,0.581745495687,10064,12890
ARHGAP23,0.0169485579445,2.02128487904,0.002278141304,7.4396429733,2.58151142673,7.4396429733,143,166
