gene,bootstrap_ratio
GNA12,4.82319718217
NANOS1,4.82265708031
ASTL,4.81892710327
TRIM22,4.81819103937
GPM6B,4.80672273084
LONP2,4.80577821682
CERS4,4.79974712189
TRIP12,4.79777118948
LOC102723665,4.79656746551
DNAAF4,4.79620347189
APOL6,4.79455426857
GNG4,4.79345578464
MAPK1IP1L,4.78788303565
CCT2,4.783519308
FHOD3,4.78024499149
CRIP1,4.77951908153
CD300A,4.77867549498
GPC4,4.77545537938
ANO3,4.77497638925
ATP13A4,4.77397805254
PLK3,4.77184230863
ROBO3,4.77037928337
ITM2B,4.76907825505
TBXT,4.76881553609
CLDN10,4.76815781035
SFTPD,4.76769240408
GSS,4.76688706462
TXNL4A,4.76531450358
C1orf21,4.76523396366
KIAA0825,4.76351000051
SNX13,4.76271609968
ARHGEF19,4.76203341783
MAOA,4.75895296
SERINC1,4.75774484592
THBS4,4.75181839002
SAP130,4.74803431969
MINDY1,4.74473141614
TMEM128,4.74107334046
NAGK,4.74087824721
WDR41,4.7395968243
VANGL1,4.73941710155
C14orf93,4.73937705728
HRASLS,4.73326170944
TIMP3,4.73207198222
SAP18,4.73165534526
WSCD1,4.73012029572
AHNAK,4.7293153855
NCAM2,4.72889663193
FXYD6,4.72434379887
LOC729970,4.72359626085
CFAP52,4.72217318635
UPRT,4.71663975263
KCTD6,4.71554839603
NKAIN2,4.71497176017
SMIM30,4.71172373196
CEP83,4.70662801546
AFDN,4.7019733465
